McGraw,Zac,Portland Timbers,D,"$63,547","$63,547"
Mcgree,Riley,Major League Soccer,M,"$170,000","$180,000"
McIntosh,Kendall,New York Red Bulls,GK,"$81,375","$81,375"
McKenzie,Mark,Philadelphia Union,D,"$220,000","$257,000"
McLaughlin,Jimmy,FC Cincinnati,M,"$81,375","$81,375"
McNamara,Thomas,New England Revolution,M,"$175,000","$175,000"
Meara,Ryan,New York Red Bulls,GK,"$237,000","$237,000"
Medina,Jesus,New York City FC,M,"$850,000","$970,833"
Medran,Alvaro,Chicago Fire,M,"$1,000,000","$1,055,000"
Medranda,Jimmy,Seattle Sounders FC,M-D,"$170,504","$170,504"
Medunjanin,Haris,FC Cincinnati,M,"$545,000","$600,750"
Megiolaro,Phelipe,FC Dallas,GK,"$100,000","$119,000"
Melia,Tim,Sporting Kansas City,GK,"$350,000","$354,167"
Méndez,Jhegson Sebastián,Orlando City SC,M,"$500,000","$536,750"
Mensah,Jonathan,Columbus Crew,D,"$800,004","$894,004"
Meram,Justin,Real Salt Lake,M,"$425,000","$425,000"
Meredith,Bryan,Vancouver Whitecaps,GK,"$81,375","$81,375"
Metanire,Romain,Minnesota United,D,"$400,000","$499,250"
Metcalfe,Patrick,Vancouver Whitecaps,M,"$63,547","$63,547"
Meza,Fernando,Atlanta United,D,"$880,000","$880,000"
Mezquida,Nicolas,Colorado Rapids,M,"$350,000","$380,000"
Michel,Benji,Orlando City SC,F,"$95,000","$101,250"
Mihailovic,Djordje,Chicago Fire,M,"$126,000","$129,600"
Milinkovic,David,Vancouver Whitecaps,M,"$180,000","$200,000"
Miller,Tyler,Minnesota United,GK,"$375,000","$395,938"
Miller,Eric,Nashville SC,D,"$124,675","$140,550"
Miller,Kamal,Orlando City SC,D,"$63,547","$63,547"
Mina Nazarit,Miguel,Nashville SC,D,"$350,000","$544,375"
Mines,Ben,New York Red Bulls,M,"$81,375","$87,389"
Mior,Joao Paulo,Seattle Sounders FC,M,"$1,000,000","$1,050,000"
Mitrita,Alexandru,New York City FC,F,"$600,000","$600,000"
Mlinar Delamea,Antonio,New England Revolution,D,"$450,000","$450,000"
Mokhtar,Youness,Columbus Crew,M,"$484,992","$558,841"
Mokotjo,Kamohelo,FC Cincinnati,D-M,"$850,000","$932,969"
Molino,Kevin,Minnesota United,M,"$525,000","$571,250"
Monis,Alex,Chicago Fire,F,"$63,547","$65,447"
Monteiro,Jamiro,Philadelphia Union,M,"$1,300,000","$1,476,250"
Montero,Fredy,Vancouver Whitecaps,F,"$1,048,000","$1,248,000"
Montgomery,Callum,FC Dallas,D,"$81,375","$81,375"
Moor,Drew,Colorado Rapids,D,"$250,000","$259,000"
Moore,Brendan,Atlanta United,GK,"$81,375","$81,375"
Mora,Joseph,DC United,D,"$160,000","$174,250"
Mora,Felipe,Portland Timbers,F,"$686,250","$765,833"
Moralez,Maxi,New York City FC,M,"$2,750,000","$3,535,000"
Moreno,Marcelino,Atlanta United,F-M,"$342,857","$342,857"
Moreno,Junior,DC United,M,"$160,000","$169,500"
Morgan,Lewis,Inter Miami,M-F,"$325,000","$331,250"
Morgan,Ashtone,Real Salt Lake,D,"$81,375","$81,375"
Morris,Aidan,Columbus Crew,M,"$125,000","$127,000"
Morris,Jordan,Seattle Sounders FC,F,"$1,000,000","$1,120,100"
Morrow,Justin,Toronto FC,D,"$400,000","$400,000"
Mosquera,Santiago,FC Dallas,M,"$550,000","$641,400"
Moutinho,Joao,Orlando City SC,D,"$150,000","$193,000"
Mueller,Chris,Orlando City SC,M,"$107,578","$121,328"
Mukhtar,Hany,Nashville SC,M,"$1,397,500","$1,397,500"
Mukumbilwa,Georges,Vancouver Whitecaps,M-D,"$63,547","$63,547"
Mulholland,Luke,Real Salt Lake,M,"$81,375","$81,375"
Mullins,Patrick,Toronto FC,F,"$178,000","$191,333"
Mulraney,Jake,Atlanta United,M,"$225,652","$262,829"
Munjoma,Eddie,FC Dallas,D,"$63,547","$63,547"
Murillo,Jesus,LAFC,D,"$120,000","$179,500"
Musa,James,Minnesota United,M-D,"$81,375","$87,545"
Muse,Trey,Seattle Sounders FC,GK,"$73,763","$82,513"
Musovski,Danny,LAFC,F,"$81,375","$81,375"
Muyl,Alex,Nashville SC,M,"$220,000","$226,562"
N'dam,Hassan,FC Cincinnati,D,"$81,375","$81,375"
Nagbe,Darlington,Columbus Crew,M,"$1,530,000","$1,530,000"
Najar,Andy,LAFC,D,"$200,000","$200,000"
Namli,Younes,Colorado Rapids,M,"$750,000","$1,171,000"
Nani,Luis,Orlando City SC,F,"$2,333,333","$2,486,250"
Navarro,Miguel Angel,Chicago Fire,D,"$81,375","$128,375"
Neal,Jalen,LA Galaxy,D,"$75,000","$88,625"
Nealis,Dylan,Inter Miami,D,"$90,000","$115,000"
Nealis,Sean,New York Red Bulls,D,"$63,547","$63,547"
Nelson,John,FC Dallas,D,"$95,000","$103,000"
Nelson,Michael,Houston Dynamo,GK,"$81,375","$81,375"
Nelson,Jayden,Toronto FC,F,"$63,547","$70,132"
Nemeth,Krisztian,Columbus Crew,F,"$375,000","$405,000"
Nerwinski,Jake,Vancouver Whitecaps,D,"$158,400","$162,525"
Ngalina,Michee,Philadelphia Union,F,"$63,547","$63,547"
Nguyen,Lee,New England Revolution,M,"$525,000","$530,000"
Niezgoda,Jaroslaw,Portland Timbers,F,"$705,500","$874,758"
Norman,David,Inter Miami,M,"$81,375","$82,375"
Nyeman,Moses,DC United,M,"$81,375","$84,161"
O'Neill,Shane,Seattle Sounders FC,D,"$81,375","$81,375"
Ocampo-Chavez,Alfonso,Seattle Sounders FC,F,"$63,547","$78,047"
Ochoa,David,Real Salt Lake,GK,"$73,763","$73,763"
Ochoa,Emmanuel,San Jose Earthquakes,GK,"$63,547","$73,759"
Odoi-Atsem,Chris,DC United,D,"$81,375","$81,375"
Okello,Noble,Toronto FC,M,"$81,375","$93,190"
Okwonkwo,Orji,Montreal Impact,F,"$200,000","$220,000"
Omsberg,Wyatt,Chicago Fire,D,"$81,375","$81,375"
Onuoha,Nedum,Real Salt Lake,D,"$549,996","$603,996"
Opara,Ike,Minnesota United,D,"$550,000","$635,333"
Opoku,Kwadwo,LAFC,F-M,"$81,375","$122,430"
Oravec,Matej,Philadelphia Union,M,"$240,000","$254,500"
Ortiz Flores,Rey,FC Cincinnati,M,"$63,547","$63,547"
Osorio,Jonathan,Toronto FC,M,"$800,000","$826,250"
Owusu,Leonard,Vancouver Whitecaps,M,"$300,000","$351,250"
Palacios,Diego,LAFC,D,"$324,000","$348,000"
Palomino,Marcelo,Houston Dynamo,F,"$63,547","$63,547"
Panicco,Elliot,Nashville SC,GK,"$63,547","$63,547"
Pantemis,James,Montreal Impact,GK,"$81,375","$81,375"
Paredes,Kevin,DC United,M,"$100,000","$108,000"
Paredes,Cristhian,Portland Timbers,M,"$252,000","$283,500"
Parker,Tim,New York Red Bulls,D,"$788,200","$802,200"
Parks,Keaton,New York City FC,M,"$300,000","$300,000"
Partida,Kevin,Minnesota United,M,"$81,375","$81,375"
Patino,Santiago,Orlando City SC,F,"$81,375","$85,673"
Patterson-Sewell,Caleb,Major League Soccer,GK,"$81,375","$81,375"
Pavon,Cristian,LA Galaxy,F,"$1,500,000","$1,500,000"
Pecile,Damiano,Vancouver Whitecaps,M,"$63,547","$69,885"
Pellegrini,Matias,Inter Miami,M-F,"$675,000","$770,833"
Pena,Ronaldo,Houston Dynamo,F,"$275,000","$275,000"
Pendant,Jason,New York Red Bulls,D,"$305,000","$365,750"
Penilla,Cristian,New England Revolution,M-F,"$600,000","$650,000"
Pepi,Ricardo,FC Dallas,F,"$84,000","$102,000"
Perea,Andres,Orlando City SC,M,"$144,000","$149,500"
Pereyra,Mauricio,Orlando City SC,M,"$960,000","$1,078,000"
Perez,Jonathan,LA Galaxy,M,"$90,000","$111,750"
Perez,Adrien,LAFC,F,"$81,375","$81,375"
Pettersson,Tom,FC Cincinnati,D,"$300,000","$343,233"
Piatti,Pablo,Toronto FC,F,"$2,400,000","$2,720,000"
Picault,Fafa,FC Dallas,F,"$430,000","$430,000"
Piette,Samuel,Montreal Impact,M,"$400,000","$429,312"
Pineda,Mauricio,Chicago Fire,M,"$90,000","$92,500"
Pines,Donovan,DC United,D,"$115,000","$117,000"
Pizarro,Rodolfo,Inter Miami,M-F,"$3,050,000","$3,350,000"
Polo,Andy,Portland Timbers,M,"$150,000","$150,000"
Polster,Matt,New England Revolution,D-M,"$275,000","$303,438"
Pomykal,Paxton,FC Dallas,M,"$500,000","$500,000"
Portillo,Justin,Real Salt Lake,M,"$81,375","$81,375"
Powell,Alvas,Inter Miami,D,"$265,000","$281,625"
Pozuelo,Alejandro,Toronto FC,M,"$3,800,000","$4,693,000"
Price,Jack,Colorado Rapids,M,"$500,000","$555,625"
Priso,Ralph,Toronto FC,M,"$63,547","$67,298"
Przybylko,Kacper,Philadelphia Union,F,"$775,000","$856,875"
Pulido Izaguirre,Alan,Sporting Kansas City,F,"$2,200,000","$2,200,000"
Pulskamp,John,Sporting Kansas City,GK,"$63,547","$66,047"
Puncec,Roberto,Sporting Kansas City,D,"$500,000","$500,000"
Putna,Andrew,Real Salt Lake,GK,"$81,375","$81,375"
Qazaishvili,"Valeri ""Vako""",San Jose Earthquakes,F,"$1,625,004","$1,754,042"
Quintero,Darwin,Houston Dynamo,F,"$1,352,055","$1,352,055"
Quinteros,Jairo,Inter Miami,D,"$63,547","$63,547"
Quioto,Romell,Montreal Impact,F,"$510,000","$559,833"
Raitala,Jukka,Montreal Impact,D,"$260,000","$300,500"
Ramirez,Christian,Houston Dynamo,F,"$700,000","$766,250"
Ramirez Chacon,Jeizon,Real Salt Lake,M,"$330,000","$371,250"
Ranjitsingh,Gregory,Minnesota United,GK,"$81,375","$87,684"
Raposo,Ryan,Vancouver Whitecaps,M,"$81,375","$95,375"
Rawls,Andre,Colorado Rapids,GK,"$81,375","$87,375"
Real,Matthew,Philadelphia Union,D,"$81,375","$81,375"
Reid,Winston,Sporting Kansas City,D,"$100,000","$104,167"
Remedi,Eric,Atlanta United,M,"$390,000","$390,000"
Rennicks,Justin,New England Revolution,F,"$90,000","$100,000"
Reyes,Andres,Inter Miami,D,"$350,000","$362,500"
Reyna,Yordy,DC United,M-F,"$680,000","$743,140"
Reynolds,Andre,Chicago Fire,D,"$70,000","$78,000"
Reynolds,Bryan,FC Dallas,D,"$105,000","$105,000"
Reynoso,Emanuel,Minnesota United,M,"$650,000","$866,910"
Ricaurte,Andres,FC Dallas,M,"$300,000","$337,178"
Richey,Spencer,FC Cincinnati,GK,"$81,375","$81,375"
Ricketts,Tosaint,Vancouver Whitecaps,F,"$150,000","$155,000"
Ring,Alexander,New York City FC,M,"$950,000","$1,045,000"
Rios,Daniel,Nashville SC,F,"$120,000","$131,625"
Rios,Andres,San Jose Earthquakes,F,"$930,000","$999,250"
Rivas,Gelmin,DC United,F,"$81,375","$96,013"
Rivera,Damian,New England Revolution,M,"$63,547","$63,547"
Roberts,Thomas,FC Dallas,M,"$120,000","$133,000"
Robinson,Miles,Atlanta United,D,"$600,000","$637,500"
Robinson,Robbie,Inter Miami,F,"$100,000","$145,000"
Robles,Luis,Inter Miami,GK,"$375,000","$395,000"
Rocha,Tony,New York City FC,M,"$81,375","$81,375"
Rodriguez,Allan,Chicago Fire,M,"$63,547","$65,447"
Rodriguez,Abraham,Colorado Rapids,GK,"$63,547","$63,547"
Rodriguez,Memo,Houston Dynamo,M,"$184,908","$210,843"
Rodriguez,Brian,LAFC,F,"$700,000","$1,039,800"
Roldan,Cristian,Seattle Sounders FC,M,"$660,000","$781,542"
Roldan,Alex,Seattle Sounders FC,M-D,"$81,375","$81,375"
Romeo,"Antonio ""Rocco""",Toronto FC,D,"$77,250","$80,641"
Romney,Dave,Nashville SC,D,"$155,000","$171,950"
Room,Eloy,Columbus Crew,GK,"$350,004","$404,698"
Rose,Andy,Vancouver Whitecaps,M,"$230,000","$230,000"
Rosell,Oriol,Orlando City SC,M,"$425,000","$425,000"
Rosenberry,Keegan,Colorado Rapids,D,"$250,000","$263,750"
Rossetto,Matheus,Atlanta United,M,"$600,000","$712,500"
Rossi,Diego,LAFC,F,"$1,000,000","$1,052,000"
Rossi,Giuseppe,Real Salt Lake,F,"$300,000","$312,500"
Rowe,Kelyn,New England Revolution,M,"$310,610","$310,610"
Rowe,Brian,Orlando City SC,GK,"$110,000","$113,000"
Royer,Daniel,New York Red Bulls,M,"$700,000","$768,750"
Rubio Kostner,Diego,Colorado Rapids,F,"$500,000","$528,750"
Ruidiaz,Raul,Seattle Sounders FC,F,"$2,040,000","$2,040,000"
Ruiz,Sergio,Major League Soccer,M,"$300,000","$363,000"
Ruiz,Pablo,Real Salt Lake,M,"$219,996","$240,996"
Rusnak,Albert,Real Salt Lake,M,"$1,850,000","$2,051,667"
Russell,Johnny,Sporting Kansas City,F,"$1,550,000","$1,550,000"
Rzatkowski,Marc,New York Red Bulls,M,"$400,000","$443,333"
Saba,Steeven,Montreal Impact,D,"$81,375","$85,542"
Salazar,Michael,Houston Dynamo,F,"$81,375","$81,375"
Salinas,Shea,San Jose Earthquakes,F,"$275,000","$275,000"
Salloi,Daniel,Sporting Kansas City,F,"$350,000","$406,667"
Sanchez,Richard,Sporting Kansas City,GK,"$175,000","$177,500"
Sanchez,Ilie,Sporting Kansas City,M,"$900,000","$900,000"
Sands,James,New York City FC,D-M,"$125,000","$125,000"
Santos,Pedro,Columbus Crew,M,"$817,560","$864,560"
Santos,Thiago,FC Dallas,M,"$722,728","$838,182"
Santos,Sergio,Philadelphia Union,F,"$630,000","$698,500"
Sapong,CJ,Chicago Fire,F,"$700,000","$700,000"
Scally,Joe,New York City FC,D,"$81,375","$103,192"
Schlegel,Rodrigo,Orlando City SC,D,"$81,375","$88,800"
Schmitt,Tate,Real Salt Lake,F,"$81,375","$81,375"
Schoenfeld,Aaron,Minnesota United,F,"$236,250","$238,750"
Scott,Brady,Nashville SC,GK,"$81,375","$87,611"
Seagrist,Patrick,New York Red Bulls,D,"$63,547","$67,179"
Sealy,Dante,FC Dallas,F,"$90,000","$103,400"
Segbers,Mark,LAFC,D,"$81,375","$81,375"
Segura,Ulises,DC United,M,"$215,000","$229,250"
Segura,Eddie,LAFC,D,"$215,000","$239,000"
Seitz,Chris,DC United,GK,"$150,000","$150,000"
Sejdic,Amar,Montreal Impact,M,"$63,547","$63,547"
Sekulic,Boris,Chicago Fire,D,"$300,000","$372,900"
Servania,Brandon,FC Dallas,M,"$192,000","$233,000"
Shaffelburg,Jacob,Toronto FC,M-F,"$76,000","$82,500"
Shea,Brek,Inter Miami,M-D,"$81,375","$81,375"
Shelton,Khiry,Sporting Kansas City,F,"$200,000","$200,000"
Shinyashiki,Andre,Colorado Rapids,F,"$95,625","$105,625"
Shome,Shamit,Montreal Impact,M,"$150,000","$177,500"
Shuttleworth,Bobby,Chicago Fire,GK,"$105,000","$115,750"
Silva,Marcelo,Real Salt Lake,D,"$525,000","$571,667"
Silva,Kevin,Toronto FC,GK,"$63,547","$63,547"
Sinovic,Seth,New England Revolution,D,"$145,000","$153,000"
Sirois,Jonathan,Montreal Impact,GK,"$63,547","$68,230"
Sisniega,Pablo,LAFC,GK,"$105,000","$105,000"
Sjoberg,Axel,DC United,D,"$200,004","$205,004"
Skahan,Jack,San Jose Earthquakes,M,"$63,547","$63,547"
Skjelvik,Jorgen,LA Galaxy,D,"$1,100,000","$1,150,000"
Slonina,Gabriel,Chicago Fire,GK,"$75,000","$79,800"
Slonina,Nicholas,Chicago Fire,D,"$63,547","$64,797"
Smith,Kyle,Orlando City SC,D,"$81,375","$81,375"
Smith,Brad,Seattle Sounders FC,D,"$81,375","$122,625"
Smith,Graham,Sporting Kansas City,D,"$81,375","$81,375"
Sorga,Erik,DC United,F,"$120,000","$143,000"
Sparrow,Connor,Chicago Fire,GK,"$81,375","$81,375"
St. Clair,Dayne,Minnesota United,GK,"$81,375","$85,895"
Stajduhar,Mason,Orlando City SC,GK,"$81,375","$81,375"
Stanko,Caleb,FC Cincinnati,M,"$429,000","$482,333"
Steres,Daniel,LA Galaxy,D,"$300,000","$318,750"
Stojanovic,Luka,Chicago Fire,M,"$298,908","$358,308"
Stroud,Jared,New York Red Bulls,M,"$63,547","$63,547"
Struna,"Aljaz ""Kiki""",Houston Dynamo,D,"$1,100,000","$1,210,000"
Stuver,Brad,New York City FC,GK,"$125,000","$125,000"
Sunderland,Beckham,FC Cincinnati,GK,"$63,547","$67,610"
Svensson,Gustav,Seattle Sounders FC,M-D,"$570,000","$600,000"
Sweat,Ben,Inter Miami,D,"$250,000","$250,000"
Tabla,Ballou,Montreal Impact,M,"$225,000","$251,250"
Tajouri-Shradi,Ismael,New York City FC,F,"$550,000","$591,485"
Tarbell,Andrew,Columbus Crew,GK,"$190,000","$225,000"
Tarek,Amro,New York Red Bulls,D,"$350,000","$350,000"
Teibert,Russell,Vancouver Whitecaps,M,"$200,000","$220,000"
Teixeira,Ruan,Orlando City SC,D,"$180,000","$180,000"
Teran,Carlos,Chicago Fire,D,"$81,375","$136,815"
Tessmann,Tanner,FC Dallas,M,"$85,000","$90,125"
Tetteh,Samuel,New York Red Bulls,F,"$322,500","$386,580"
Thompson,Tommy,San Jose Earthquakes,D,"$225,000","$225,000"
Thorarinson,Gudmundur,New York City FC,D-M,"$355,000","$355,000"
Tinnerholm,Anton,New York City FC,D,"$600,000","$650,000"
Toia,Donny,Real Salt Lake,D,"$185,000","$190,000"
Tolkin,John,New York Red Bulls,D,"$63,547","$68,547"
Tolo,Nouhou,Seattle Sounders FC,D,"$88,200","$108,200"
Torres,Erick,Atlanta United,F,"$218,400","$277,683"
Torres,Christian,LAFC,F,"$63,547","$74,647"
Torres,Juan Pablo,New York City FC,M,"$130,000","$144,500"
Torres,Roman,Seattle Sounders FC,D,"$263,000","$289,300"
Toye,Mason,Montreal Impact,F,"$145,000","$178,000"
Traore,Diedie,LA Galaxy,D,"$63,547","$63,547"
Traore,Mohamed,LAFC,D,"$81,375","$81,375"
Trapp,Wil,Inter Miami,M,"$600,000","$643,750"
Tribbett,Ken,Nashville SC,D-M,"$81,375","$81,375"
Trusty,Auston,Colorado Rapids,D,"$325,000","$381,250"
Tuiloma,Bill,Portland Timbers,D-M,"$200,000","$214,125"
Turner,Matt,New England Revolution,GK,"$200,000","$200,000"
Turner,Cole,Philadelphia Union,M,"$81,375","$84,375"
Twumasi,Ema,FC Dallas,F,"$165,000","$211,900"
Tyton,Przemyslaw,FC Cincinnati,GK,"$272,950","$369,638"
Ulloa,Victor,Inter Miami,M,"$210,000","$210,000"
Ulysse,Denso,Inter Miami,D,"$63,547","$63,547"
Urruti,Maximiliano,Montreal Impact,F,"$1,400,000","$1,601,000"
Valentin,Zarek,Houston Dynamo,D,"$175,000","$175,000"
Valenzuela,Milton,Columbus Crew,D,"$320,000","$351,300"
Valeri,Diego,Portland Timbers,M,"$680,000","$829,875"
Valot,Florian,New York Red Bulls,M,"$81,375","$85,190"
Van Der Werff,Maikel,FC Cincinnati,D,"$650,000","$735,167"
Vazquez,Brandon,FC Cincinnati,F,"$200,004","$216,004"
Vazquez,Julian,Real Salt Lake,F,"$72,500","$72,500"
Vega,Daniel,San Jose Earthquakes,GK,"$248,000","$253,000"
Vela,Carlos,LAFC,F,"$4,500,000","$6,300,000"
Vera,Matias Gabriel,Houston Dynamo,M,"$300,000","$306,250"
Verfurth,Collin,New England Revolution,D,"$63,547","$63,547"
Vermeer,Kenneth,LAFC,GK,"$500,000","$506,000"
Veselinovic,Ranko,Vancouver Whitecaps,D,"$360,000","$445,500"
Villafaña,Jorge,Portland Timbers,D,"$600,000","$617,500"
Vines,Sam,Colorado Rapids,D,"$105,000","$106,250"
Vint,Will,Colorado Rapids,D,"$63,547","$63,547"
Vom Steeg,Justin,LA Galaxy,GK,"$81,375","$81,375"
Wagner,Kai,Philadelphia Union,D,"$348,000","$390,150"
Walkes,Anton,Atlanta United,D,"$200,000","$225,063"
Walls,Casey,San Jose Earthquakes,D,"$81,375","$84,375"
Wanyama,Victor,Montreal Impact,M,"$2,416,107","$3,107,774"
Warner,Collen,Colorado Rapids,M,"$81,375","$81,375"
Washington,Taylor,Nashville SC,D-M,"$81,375","$81,375"
Waston,Kendall,FC Cincinnati,D,"$800,000","$826,667"
Waterman,Joel,Montreal Impact,D,"$81,375","$90,284"
Westberg,Quentin,Toronto FC,GK,"$240,000","$253,333"
White,Brian,New York Red Bulls,F,"$189,000","$189,000"
Wild,Gordon,LA Galaxy,M-D,"$81,375","$81,375"
Williams,JJ,Atlanta United,F,"$110,000","$144,750"
Williams,Josh,Columbus Crew,D,"$240,000","$240,000"
Williamson,Eryk,Portland Timbers,M,"$130,000","$146,500"
Willis,Joe,Nashville SC,GK,"$180,000","$187,833"
Wilson,Danny,Colorado Rapids,D,"$500,000","$540,000"
Winn,Alan,Nashville SC,F-M,"$63,547","$63,547"
Wolff,Tyler,Atlanta United,F-M,"$63,547","$68,047"
Wondolowski,Chris,San Jose Earthquakes,F,"$430,000","$440,000"
Wooten,Andrew,Philadelphia Union,F,"$600,000","$685,833"
Wormgoor,Vito,Columbus Crew,D,"$315,000","$392,875"
Wright-Phillips,Bradley,LAFC,F,"$300,000","$342,500"
Wyke,Laurence,Atlanta United,M,"$63,547","$63,547"
Yao,Karifa,Montreal Impact,D,"$63,547","$67,763"
Yarbrough,William,Colorado Rapids,GK,"$120,000","$120,000"
Yearwood,Dru,New York Red Bulls,M,"$450,000","$494,750"
Yow,Griffin,DC United,F,"$90,000","$96,118"
Yueill,Jackson,San Jose Earthquakes,M,"$163,125","$215,125"
Zahibo,Wilfred,Houston Dynamo,M,"$522,000","$592,000"
Zambrano,Renzo,Portland Timbers,M,"$81,375","$81,375"
Zardes,Gyasi,Columbus Crew,F,"$1,300,000","$1,350,000"
Zavaleta,Eriq,Toronto FC,D,"$275,004","$296,962"
Zelalem,Gedion,New York City FC,M,"$63,547","$63,547"
Zelarayan,Lucas,Columbus Crew,M,"$1,575,000","$1,940,000"
Zendejas,Adrian,Minnesota United,GK,"$81,375","$81,375"
Ziegler,Reto,FC Dallas,D,"$950,000","$1,000,000"
Zimmerman,Walker,Nashville SC,D,"$778,000","$834,050"
Zobeck,Kyle,FC Dallas,GK,"$81,375","$81,375"
Zubak,Ethan,LA Galaxy,F,"$90,000","$93,125"
Zuparic,Dario,Portland Timbers,D,"$400,000","$416,667"
Zusi,Graham,Sporting Kansas City,D,"$650,000","$713,333"
"",Kaku,New York Red Bulls,M,"$850,000","$850,000"
"",Robinho,Orlando City SC,M,"$198,000","$205,500"
"",Ilsinho,Philadelphia Union,M,"$425,000","$476,250"
"",Judson,San Jose Earthquakes,M,"$320,000","$325,000"
"",Auro,Toronto FC,D,"$300,000","$328,750"
